segment_id	segment_text	comment_text
pli-tv-kd8:13.6.7	“You shouldn’t keep extra robes.	NA
pli-tv-kd8:13.6.8	If you do, you should be dealt with according to the rule.”	That is, [Bu Np1:2.17.1](pli-tv-bu-vb-np1:2.17.1).
pli-tv-kd8:13.7.1	Soon, Venerable Ānanda was offered an extra robe.	NA
pli-tv-kd8:13.7.2	He wanted to give it to Venerable Sāriputta	NA
pli-tv-kd8:13.7.3	who was staying at Sāketa.	NA
pli-tv-kd8:13.7.5	Knowing that the Buddha had laid down a rule against having an extra robe, he thought,	NA
pli-tv-kd8:13.7.10	“What should I do now?”	NA
pli-tv-kd8:13.7.11	He told the Buddha, who said,	NA
pli-tv-kd8:13.7.12	“How long is it, Ānanda, before Sāriputta returns?”	NA
pli-tv-kd8:13.7.13	“Nine or ten days.”	NA
pli-tv-kd8:13.7.14	Soon afterwards the Buddha gave a teaching and addressed the monks:	NA
pli-tv-kd8:13.7.15	“You should keep an extra robe for ten days at the most.”	NA
pli-tv-kd8:13.8.1	Soon the monks were given extra robes.	NA
pli-tv-kd8:13.8.3	Not knowing what to do with them,	NA
pli-tv-kd8:13.8.4	they told the Buddha.	NA
pli-tv-kd8:13.8.5	“I allow you to assign an extra robe to another.”	For an explanation of the idea of _vikappanā_, see Appendix of Technical Terms.
pli-tv-kd8:14.1.1	After staying at Vesālī for as long as he liked, the Buddha set out wandering toward Benares.	NA
pli-tv-kd8:14.1.2	When he eventually arrived,	NA
pli-tv-kd8:14.1.3	he stayed in the deer park at Isipattana.	NA
pli-tv-kd8:14.1.4	On that occasion the sarong of a certain monk had a hole.	NA
pli-tv-kd8:14.1.5	He thought,	NA
pli-tv-kd8:14.1.6	“The Buddha has allowed three robes:	NA
pli-tv-kd8:14.1.7	a double-layered outer robe, a single-layered upper robe, and a single-layered sarong.	NA
pli-tv-kd8:14.1.8	Since my sarong has a hole,	NA
pli-tv-kd8:14.1.9	let me add a patch. It will have a double layer of cloth on all sides, but only a single layer in the middle.”	The point, presumably, is that there would be a double layer of cloth wherever the patch overlapped with the original robe, but only a single layer over the hole.
pli-tv-kd8:14.2.1	And that’s what he did.	NA
pli-tv-kd8:14.2.2	Just then the Buddha was walking about the dwellings, and he saw that monk patching his robe. He went up to that monk and said,	NA
pli-tv-kd8:14.2.3	“What are you doing, monk?”	NA
pli-tv-kd8:14.2.4	“I’m patching my robe, sir.”	NA
pli-tv-kd8:14.2.5	“Well done.	NA
pli-tv-kd8:14.2.6	It’s good that you are patching your robe.”	NA
pli-tv-kd8:14.2.7	Soon afterwards the Buddha gave a teaching and addressed the monks:	NA
pli-tv-kd8:14.2.8	“When the cloth is new or nearly new, I allow a double-layered outer robe, a single-layered upper robe, and a single-layered sarong.	NA
pli-tv-kd8:14.2.9	When the cloth is worn, I allow an outer robe of four layers, a double-layered upper robe, and a double-layered sarong.	NA
pli-tv-kd8:14.2.10	With rags, you may have as much as you like.	NA
pli-tv-kd8:14.2.11	With scraps of cloth from a shop, you should search for them.	NA
pli-tv-kd8:14.2.12	And I allow patches, mending, hems, strips of cloth for marking, and strengthening.”	For a discussion of rendering _aggaḷa_ as “patch”, see Appendix of Technical Terms. Sp 3.348: _Suttena saṁsibbitaṁ tunnaṁ_, “_Tunna_ is the sewing on (of the patch) with a thread.” Sp 3.348: _Vaṭṭetvā karaṇaṁ ovaṭṭikaṁ_, “Having folded, there is the making of the _ovaṭṭika_.” Sp 3.348: _Kaṇḍusakaṁ vuccati muddikā_, “Calculating is called _kaṇḍusaka_.” Vjb 3.308 adds: _Kaṇḍusaṁ nāma pubbabandhana_, “_Kaṇḍusa_ is a prior fixing.” The meaning of this is not clear to me. I follow the definition given in CPD. See also [Kd 7:1.5.9](pli-tv-kd7:1.5.9).
pli-tv-kd8:15.1.0	18. The account of Visākhā	NA
pli-tv-kd8:15.1.1	After staying at Benares for as long as he liked, the Buddha set out wandering toward Sāvatthī.	NA
pli-tv-kd8:15.1.2	When he eventually arrived,	NA
pli-tv-kd8:15.1.3	he stayed in the Jeta Grove, Anāthapiṇḍika’s Monastery.	NA
pli-tv-kd8:15.1.4	Soon afterwards Visākhā Migāramātā went to the Buddha, bowed, and sat down.	NA
pli-tv-kd8:15.1.5	When the Buddha had instructed, inspired, and gladdened her with a teaching,	NA
pli-tv-kd8:15.1.6	Visākhā said,	NA
pli-tv-kd8:15.1.7	“Sir, please accept tomorrow’s meal from me together with the Sangha of monks.”	NA
pli-tv-kd8:15.1.8	The Buddha consented by remaining silent.	NA
pli-tv-kd8:15.1.9	Knowing that the Buddha had consented, Visākhā got up from her seat, bowed down, circumambulated him with her right side toward him, and left.	NA
pli-tv-kd8:15.2.1	The following morning it was pouring down from a great storm extending over the four continents.	NA
pli-tv-kd8:15.2.2	The Buddha said to the monks,	NA
pli-tv-kd8:15.2.3	“It rains on the four continents just as it rains here in the Jeta Grove.	NA
pli-tv-kd8:15.2.4	Bathe in the rain, monks.	NA
pli-tv-kd8:15.2.5	This is the last great storm of this kind.”	NA
pli-tv-kd8:15.2.6	Saying, “Yes, sir,” they took off their robes and bathed in the rain.	NA
pli-tv-kd8:15.3.1	When Visākhā had had various kinds of fine foods prepared, she told a slave,	NA
pli-tv-kd8:15.3.2	“Go to the monastery and tell the Buddha that the meal is ready.”	NA
pli-tv-kd8:15.3.3	Saying, “Yes, ma’am,” she went to the monastery and saw the monks bathing naked in the rain. She thought,	NA
pli-tv-kd8:15.3.4	“There are no monks in the monastery, just Ājīvaka ascetics bathing in the rain.”	NA
pli-tv-kd8:15.3.5	She returned and told Visākhā what had happened.	NA
pli-tv-kd8:15.3.7	Being wise and discerning, Visākhā thought, “No doubt the venerables are bathing naked in the rain.	NA
pli-tv-kd8:15.3.8	It’s only because of her ignorance that she thinks as she does.”	NA
pli-tv-kd8:15.3.9	So she sent the slave back to the monastery with the same instructions.	NA
pli-tv-kd8:15.4.1	When the monks had cooled their bodies and felt invigorated, they took their robes and entered their dwellings.	NA
pli-tv-kd8:15.4.2	When the slave arrived, she didn’t see any monks. She thought,	NA
pli-tv-kd8:15.4.3	“There are no monks in the monastery. It’s empty.”	NA
pli-tv-kd8:15.4.4	She returned and told Visākhā what had happened.	NA
pli-tv-kd8:15.4.6	Once again Visākhā realized what was going on,	NA
pli-tv-kd8:15.4.9	and she told the slave to go to the monastery one more time.	NA
pli-tv-kd8:15.5.1	When the message had been delivered, the Buddha said to the monks,	NA
pli-tv-kd8:15.5.2	“Get your bowls and robes. It’s time for the meal.”	NA
pli-tv-kd8:15.5.3	“Yes, sir.”	NA
pli-tv-kd8:15.5.4	The Buddha robed up and took his bowl and robe.	NA
pli-tv-kd8:15.5.5	Then, just as a strong man might bend or stretch his arm, the Buddha disappeared from the Jeta Grove and appeared at Visākhā’s gatehouse.	NA
pli-tv-kd8:15.5.6	He sat down on the prepared seat together with the Sangha of monks.	NA
pli-tv-kd8:15.6.1	Visākhā thought, “The power and might of the Buddha are truly amazing.	NA
pli-tv-kd8:15.6.2	The water is flowing knee-deep, even waist-deep, yet not a single monk has wet feet or wet robes.”	NA
pli-tv-kd8:15.6.3	Delighted and joyful, she personally served various kinds of fine foods to the Sangha of monks headed by the Buddha. When the Buddha had finished his meal, she sat down to one side	NA
pli-tv-kd8:15.6.4	and said,	NA
pli-tv-kd8:15.6.5	“Sir, I wish to ask for eight favors.”	NA
pli-tv-kd8:15.6.6	“Buddhas don’t grant favors, Visākhā.”	NA
pli-tv-kd8:15.6.7	“It’s allowable and blameless.”	NA
pli-tv-kd8:15.6.8	“Well then, say what it is.”	NA
pli-tv-kd8:15.7.1	“For as long as I live I wish to give rainy-season robes to the Sangha, and I wish to give meals to the newly-arrived and departing monastics, as well as to those who are sick and those nursing the sick. I also wish to give medicines to the sick, a regular supply of congee, and bathing robes to the nuns.”	NA
pli-tv-kd8:15.7.2	“But, Visākhā, what reason do you have for asking me for these eight favors?”	NA
pli-tv-kd8:15.7.3	Visākhā then told the Buddha what had happened to her slave,	NA
pli-tv-kd8:15.7.9	adding, “Nakedness is gross, disgusting, and repulsive.	NA
pli-tv-kd8:15.7.10	This is why I wish to give rainy-season robes to the Sangha for as long as I live.	NA
pli-tv-kd8:15.8.1	Also, not knowing the streets or where to go, newly-arrived monks will get exhausted while walking for alms.	NA
pli-tv-kd8:15.8.2	But if they eat a meal from me, they will get to know the streets and where to go for alms, and they will avoid getting exhausted.	NA
pli-tv-kd8:15.8.3	This is why I wish to give meals to the newly-arrived monks for as long as I live.	NA
pli-tv-kd8:15.8.4	Also, in trying to get a meal, departing monks may bother the Teacher, or they may arrive late at their destination. Or, if they fail to get a meal, they’ll be weak while traveling.	NA
pli-tv-kd8:15.8.5	But if they eat a meal from me, they won’t bother the Teacher, they’ll arrive at their destination at an appropriate time, and they won’t be weak while traveling.	NA
pli-tv-kd8:15.8.6	This is why I wish to give meals to the departing monks for as long as I live.	NA
pli-tv-kd8:15.9.1	Also, if sick monks don’t get suitable food, their illness might get worse, or they might die.	NA
pli-tv-kd8:15.9.2	But if they eat a meal from me, their illness won’t get worse, and they won’t die.	NA
pli-tv-kd8:15.9.3	This is why I wish to give meals to the sick monks for as long as I live.	NA
pli-tv-kd8:15.9.4	Also, if the monks who nurse the sick have to get their own meals, they won’t be able to bring back meals for the sick until after midday, and then the sick won’t be able to eat.	NA
pli-tv-kd8:15.9.5	But if they eat a meal from me, they’ll be able to bring back meals for the sick in good time, and the sick will be able to eat.	NA
pli-tv-kd8:15.9.6	This is why I wish to give meals to those monks who nurse the sick for as long as I live.	NA
pli-tv-kd8:15.10.1	Also, if the sick monks don’t get suitable medicines, their illness might get worse or they might die.	NA
pli-tv-kd8:15.10.2	But if they get medicine from me, their illness won’t get worse, and they won’t die.	NA
pli-tv-kd8:15.10.3	This is why I wish to give medicine to the Sangha for as long as I live.	NA
pli-tv-kd8:15.10.4	Also, while staying at Andhakavinda, the Buddha allowed congee, seeing ten benefits in it.	NA
pli-tv-kd8:15.10.5	This is why I wish to give a regular supply of congee to the Sangha for as long as I live.	NA
pli-tv-kd8:15.11.1	Also, sir, on one occasion the nuns were bathing naked at a ford in the river Aciravatī together with sex workers.	NA
pli-tv-kd8:15.11.2	The sex workers teased them,	NA
pli-tv-kd8:15.11.3	‘Venerables, why practice the spiritual life when you’re still young? Why not enjoy worldly pleasures?	NA
pli-tv-kd8:15.11.4	You can practice the spiritual life when you’re old.	NA
pli-tv-kd8:15.11.5	In this way you’ll get the benefits of both.’	NA
pli-tv-kd8:15.11.6	The nuns felt humiliated.	NA
pli-tv-kd8:15.11.7	Nakedness in women is gross, disgusting, and repulsive.	NA
pli-tv-kd8:15.11.8	This is why I wish to give bathing robes to the Sangha of nuns for as long as I live.”	See also [Bi Pc 21](Bi Pc 21:1.16.1), which prohibits a nun from bathing naked.
pli-tv-kd8:15.12.1	“But, Visākhā, what benefit do you see that you ask me for these eight favors?”	NA
pli-tv-kd8:15.12.2	“Well, it will happen that monks who have completed the rainy-season residence in the various regions will come to Sāvatthī to visit the Buddha.	NA
pli-tv-kd8:15.12.3	If a monk has died,	NA
pli-tv-kd8:15.12.4	they’ll ask you about his destination,	NA
pli-tv-kd8:15.12.5	and you’ll tell them whether he’s reached the fruit of stream-entry, the fruit of once-returning, the fruit of non-returning, or perfection.	NA
pli-tv-kd8:15.12.6	I’ll then ask those monks	NA
pli-tv-kd8:15.12.7	whether that dead monk had previously visited Sāvatthī.	NA
pli-tv-kd8:15.13.1	If they say he had,	NA
pli-tv-kd8:15.13.2	I may conclude,	NA
pli-tv-kd8:15.13.3	‘No doubt that venerable will have enjoyed a rainy-season robe supplied by me. Or he will have enjoyed a meal for newly-arrived monks, a meal for departing monks, a meal for sick monks, a meal for those nursing the sick, medicines, or a regular supply of congee—all given by me.’	NA
pli-tv-kd8:15.13.4	When I recall that, I’ll be glad. The gladness will give rise to joy, and the mental joy will make me tranquil. When I’m tranquil, I’ll feel bliss. And when I’m blissful, my mind will be stilled.	NA
pli-tv-kd8:15.13.5	In this way I’ll develop the spiritual faculties, the spiritual powers, and the factors of awakening.	NA
pli-tv-kd8:15.13.6	It’s because of this benefit that I ask for these eight favors.”	NA
pli-tv-kd8:15.14.1	“Well said, Visākhā.	NA
pli-tv-kd8:15.14.2	It’s good that you ask me for these eight favors for the sake of this benefit.	NA
pli-tv-kd8:15.14.3	I grant you these eight favors.”	NA
pli-tv-kd8:15.14.4	The Buddha then expressed his appreciation to Visākhā with these verses:	NA
pli-tv-kd8:15.14.5	“Rejoicing in giving food and drink,	NA
pli-tv-kd8:15.14.6	A virtuous disciple of the Accomplished One,	NA
pli-tv-kd8:15.14.7	Overcoming stinginess, gives a gift.	NA
pli-tv-kd8:15.14.8	It leads to heaven, eliminates sadness, and brings bliss.	NA
pli-tv-kd8:15.14.9	By means of the stainless path,	NA
pli-tv-kd8:15.14.10	She obtains heaven and long life.	NA
pli-tv-kd8:15.14.11	Desiring merit, happy and healthy,	NA
pli-tv-kd8:15.14.12	She rejoices in heaven for a long time.”	NA
pli-tv-kd8:15.14.13	When the Buddha had expressed his appreciation, he got up from his seat and left.	NA
pli-tv-kd8:15.15.1	Soon afterwards the Buddha gave a teaching and addressed the monks:	NA
pli-tv-kd8:15.15.2	“I allow a rainy-season robe, meals for newly-arrived monastics, meals for departing monastics, meals for the sick, meals for those nursing the sick, medicine for the sick, a regular supply of congee, and bathing robes for the Sangha of nuns.”	NA
pli-tv-kd8:15.15.3	The section for recitation on Visākhā is finished.	NA
pli-tv-kd8:16.1.0	19. The allowance of a sitting mat	NA
pli-tv-kd8:16.1.1	At one time the monks ate fine food, and then went to sleep absentminded and heedless.	NA
pli-tv-kd8:16.1.2	They emitted semen while dreaming, soiling the furniture.	“Furniture” renders _senāsana_. See Appendix of Technical Terms.
pli-tv-kd8:16.1.3	Soon afterwards the Buddha was walking about the dwellings with Venerable Ānanda as his attendant. Noticing that soiled furniture, he asked Ānanda what had happened.	NA
pli-tv-kd8:16.1.5	Ānanda told him,	NA
pli-tv-kd8:16.2.1	and the Buddha said, “That’s how it is, Ānanda.	NA
pli-tv-kd8:16.2.2	For those who go to sleep absentminded and heedless, semen is emitted while dreaming.	NA
pli-tv-kd8:16.2.3	But for those who fall asleep mindful and heedful, this doesn’t happen,	NA
pli-tv-kd8:16.2.4	nor does it for ordinary people who are free from sensual desire.	NA
pli-tv-kd8:16.2.5	And, Ānanda, it’s impossible for a perfected one to emit semen.”	NA
pli-tv-kd8:16.2.6	Soon afterwards the Buddha gave a teaching and addressed the monks,	NA
pli-tv-kd8:16.2.7	telling them what had happened.	NA
pli-tv-kd8:16.2.13	He then said:	NA
pli-tv-kd8:16.3.1	“There are these five drawbacks to going to sleep absentminded and heedless:	This is parallel to [AN 5.210](an5.210).
pli-tv-kd8:16.3.2	you don’t sleep well; you wake up feeling miserable; you have nightmares; the gods don’t guard you; and you emit semen.	NA
pli-tv-kd8:16.3.4	And there are these five benefits in going to sleep mindful and heedful:	NA
pli-tv-kd8:16.3.5	you sleep well; you wake up feeling good; you don’t have nightmares; the gods guard you; and you don’t emit semen.	NA
pli-tv-kd8:16.3.7	And, monks, I allow a sitting mat to protect the body, the robes, and the furniture.”	“Sitting mat” renders _nisīdana_. See Appendix of Technical Terms.
pli-tv-kd8:16.4.1	But the sitting mat was too small. It did not protect the entire piece of furniture.	NA
